id,description,smarts,group,priority
790,hzone_acyl_misc_B(1),n:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#7]=[#6](-[#1])-c:2:c:c:c:c:c:2-[#8]-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8]-[#1],PAINS,6
791,tert_butyl_B(1),[#6](-[#1])(-[#1])(-[#1])-[#6](-[#6](-[#1])(-[#1])-[#1])(-[#6](-[#1])(-[#1])-[#1])-c:1:c(:c(:c(:c(:c:1-[#8]-[#1])-[#6](-[#6](-[#1])(-[#1])-[#1])(-[#6](-[#1])(-[#1])-[#1])-[#6](-[#1])(-[#1])-[#1])-[#1])-[#6](-[#1])(-[#1])-c:2:c:c:c(:c(:c:2-[#1])-[#1])-[#8]-[#1])-[#1],PAINS,6
792,diazox_E(1),[#7](-[#1])(-[#1])-c:1:c(-[#7](-[#1])-[#1]):c(:c(-[#1]):c:2:n:o:n:c:1:2)-[#1],PAINS,6
793,anil_NH_no_alk_B(1),"[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#7](-[#1])-[#16](=[#8])=[#8])-[#1])-[#7](-[#1])-[#6](-[#1])-[#1])-[F,Cl,Br,I])-[#1]",PAINS,6
794,anil_no_alk_A(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#7]=[#6]-2-[#6](=[#6]~[#6]~[#6]=[#6]-2)-[#1])-[#1])-[#1])-[#1])-[#1],PAINS,6
795,anil_no_alk_B(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-n:2:c:c:c:c:2)-[#1])-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1],PAINS,6
796,thio_ene_amine_A(1),[#16]=[#6]-[#6](-[#6](-[#1])-[#1])=[#6](-[#6](-[#1])-[#1])-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],PAINS,6
797,het_55_B(1),[#6]-1:[#6]-[#8]-[#6]-2-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8]-[#6]-1-2,PAINS,6
798,cyanamide_A(1),[#8]-[#6](=[#8])-[#6](-[#1])(-[#1])-[#16;X2]-[#6](=[#7]-[#6]#[#7])-[#7](-[#1])-c:1:c:c:c:c:c:1,PAINS,6
799,ene_one_one_A(1),[#8]=[#6]-[#6]-1=[#6](-[#16]-[#6](=[#6](-[#1])-[#6])-[#16]-1)-[#6]=[#8],PAINS,6
800,ene_six_het_D(1),[#8]=[#6]-1-[#7]-[#7]-[#6](=[#7]-[#6]-1=[#6]-[#1])-[!#1]:[!#1],PAINS,6
801,ene_cyano_E(1),[#8]=[#6]-[#6](-[#1])=[#6](-[#6]#[#7])-[#6],PAINS,6
802,ene_cyano_F(1),[#8](-[#1])-[#6](=[#8])-c:1:c(:c(:c(:c(:c:1-[#8]-[#1])-[#1])-c:2:c(-[#1]):c(:c(:o:2)-[#6](-[#1])=[#6](-[#6]#[#7])-c:3:n:c:c:n:3)-[#1])-[#1])-[#1],PAINS,6
803,hzone_furan_C(1),c:1:c(:c:c:c:c:1)-[#7](-c:2:c:c:c:c:c:2)-[#7]=[#6](-[#1])-[#6]:3:[#6](:[#6](:[#6](:[!#1]:3)-c:4:c:c:c:c(:c:4)-[#6](=[#8])-[#8]-[#1])-[#1])-[#1],PAINS,6
804,anil_no_alk_C(1),[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-c:2:c(-[#1]):c(:c(-[#6](-[#1])-[#1]):o:2)-[#6]=[#8])-[#1])-[#1],PAINS,6
805,hzone_acid_D(1),[#8](-[#1])-[#6](=[#8])-c:1:c:c:c(:c:c:1)-[#7]-[#7]=[#6](-[#1])-[#6]:2:[#6](:[#6](:[#6](:[!#1]:2)-c:3:c:c:c:c:c:3)-[#1])-[#1],PAINS,6
806,hzone_furan_E(1),[#8](-[#1])-[#6](=[#8])-c:1:c:c:c:c(:c:1)-[#6]:[!#1]:[#6]-[#6]=[#7]-[#7](-[#1])-[#6](=[#8])-[#6](-[#1])(-[#1])-[#8],PAINS,6
807,het_6_pyridone_NH2(1),[#8](-[#1])-[#6]:1:[#6](:[#6]:[!#1]:[#6](:[#7]:1)-[#7](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](=[#8])-[#8],PAINS,6
808,imine_one_fives_D(1),[#6]-1(=[!#6&!#1])-[#6](-[#7]=[#6]-[#16]-1)=[#8],PAINS,6
809,pyrrole_M(1),n2(-c:1:c:c:c:c:c:1)c(c(-[#1])c(c2-[#6]=[#7]-[#8]-[#1])-[#1])-[#1],PAINS,6
810,pyrrole_N(1),n2(-[#6](-[#1])-c:1:c(:c(:c:c(:c:1-[#1])-[#1])-[#1])-[#1])c(c(-[#1])c(c2-[#6]-[#1])-[#1])-[#6]-[#1],PAINS,6
811,pyrrole_O(1),n1(-[#6](-[#1])-[#1])c(c(-[#6](=[#8])-[#6])c(c1-[#6]:[#6])-[#6])-[#6](-[#1])-[#1],PAINS,6
812,ene_cyano_G(1),n1(-[#6])c(c(-[#1])c(c1-[#6](-[#1])=[#6](-[#6]#[#7])-c:2:n:c:c:s:2)-[#1])-[#1],PAINS,6
813,sulfonamide_J(1),n3(-c:1:c:c:c:c:c:1-[#7](-[#1])-[#16](=[#8])(=[#8])-c:2:c:c:c:s:2)c(c(-[#1])c(c3-[#1])-[#1])-[#1],PAINS,6
814,misc_pyrrole_benz(1),n2(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#6](-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#8]-[#6]:[#6])c(c(-[#1])c(c2-[#1])-[#1])-[#1],PAINS,6
815,thio_urea_R(1),c:1(:c:c:c:c:c:1)-[#7](-[#1])-[#6](=[#16])-[#7]-[#7](-[#1])-[#6](-[#1])=[#6](-[#1])-[#6]=[#8],PAINS,6
816,ene_one_one_B(1),[#6]-1(-[#6](=[#8])-[#6](-[#1])(-[#1])-[#6]-[#6](-[#1])(-[#1])-[#6]-1=[#8])=[#6](-[#7]-[#1])-[#6]=[#8],PAINS,6
817,dhp_amino_CN_H(1),[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#16]-[#6;X4]-[#16]-1,PAINS,6
818,het_66_anisole(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:c:c:n:c:3:c(:c:c:c(:c:2:3)-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1],PAINS,6
819,thiazole_amine_N(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:n:c(:c:s:2)-c:3:c:c:c(:c:c:3)-[#8]-[#6](-[#1])-[#1],PAINS,6
820,het_pyridiniums_C(1),[#6]~1~3~[#7](-[#6]:[#6])~[#6]~[#6]~[#6]~[#6]~1~[#6]~2~[#7]~[#6]~[#6]~[#6]~[#7+]~2~[#7]~3,PAINS,6
821,het_5_E(1),[#7]-3(-c:2:c:1:c:c:c:c:c:1:c:c:c:2)-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6]-3=[#8],PAINS,6
822,"2,2-dimethyl-4,5-dicarboxy-dithiole",C1(C)(C)SC(C(=O)O)=C(C(=O)O)S1,SureChEMBL,5
823,"2,3,4_trihydroxyphenyl",c([OH])c([OH])c([OH]),SureChEMBL,5
824,"2,3,5_trihydroxyphenyl",c([OH])c([OH])cc([OH]),SureChEMBL,5
825,acid_anhydrides,C(=O)OC(=O),SureChEMBL,5
826,acid_halides,"[S,C](=[O,S])[F,Br,Cl,I]",SureChEMBL,5
827,Acridine,c1c2cc4ccccc4nc2ccc1,SureChEMBL,5
828,Active_Phosphate,"P(=S)([OH1,O$(O[#6])])([OH1,O$(O[#6])])[S,O]",SureChEMBL,5
829,acyl_cyanide,C(=O)-C#N,SureChEMBL,5
830,Adjacent_Ring_Double_Bonds,[*;R]=[*;R]=[*;R],SureChEMBL,5
831,Aldehyde,[#6][C!H0]=O,SureChEMBL,5
832,Aliphatic_Triflate,COS(=O)(=O)C(F)(F)F,SureChEMBL,5
833,alkyl_halides,"[Br,Cl,I][CX4;CH,CH2]",SureChEMBL,5
834,AlkylEnamine,"[C;H1$(C([#6;!$(C=O)])),H0$(C([#6;!$(C=O)])[#6;!$(C=O)])]=[CH1]!@N([#6;!$(C(=O))])[#6;!$(C(=O))]",SureChEMBL,5
835,Allene,*=C=*,SureChEMBL,5
836,Alpha_Halo_Carbonyl,"[C;!$(C[N])](=O)!@[C;h1,h2;H1,H2][F,Cl,Br,I]",SureChEMBL,5
837,amidotetrazole,c1nnnn1C=O,SureChEMBL,5
838,Amino_Naphtalimide,c1(N)ccc(C(=O)NC3(=O))c(c3ccc2)c21,SureChEMBL,5
839,Aminonitrile,NC#N,SureChEMBL,5
840,Anhydride,[#6]C(=O)OC(=O)[#6],SureChEMBL,5
841,Any_Carbazide,O=*N=[N+]=[N-],SureChEMBL,5
842,aromatic_azides,cN=N=N,SureChEMBL,5
843,Azanitrone,N=[N+]([O-])C,SureChEMBL,5
844,azoalkanals,[N;R0]=[N;R0]CC=O,SureChEMBL,5
845,Azobenzene,c1ccccc1[N!r]=[N!r]c2ccccc2,SureChEMBL,5
846,Azocyanamide,[N;R0]=[N;R0]C#N,SureChEMBL,5
847,b-Carbonyl_Quaternary_Nitrogen,"C(=O)CC[N+,n+]",SureChEMBL,5
848,benzylic_quaternary_nitrogen,"cC[N+,NX4]",SureChEMBL,5
849,beta-carbonyl_quaternary_nitrogen,"C(=O)C[N+,n+,NX4,nX4]",SureChEMBL,5
850,Beta-Fluoro-ethyl-ON,"[C;H2$(CF),H1$(C(F)F)]!@[CH2][N,O]",SureChEMBL,5
851,biotin_analogue,C12C(NC(N1)=O)CSC2,SureChEMBL,5
852,carbazides,C(=O)N=N=N,SureChEMBL,5
853,carbodiimides,N=C=N,SureChEMBL,5
854,CCl3-CHO_releasing,"C(Cl)(Cl)(Cl)C([O,S])[NX3]",SureChEMBL,5
855,Chloramidine,[Cl]C([C&R0])=N,SureChEMBL,5
856,Conjugated_Dithioether,SC(=[!r])S,SureChEMBL,5
857,Crown_Ether_12CRO4,O1CCOCCOCCOCC1,SureChEMBL,5
858,Crown_Ether_15CRO5,O1CCOCCOCCOCCOCC1,SureChEMBL,5
859,Crown_Ether_16CRO6,O1CCOCCOCCOCCOCCOCC1,SureChEMBL,5
860,crown_ethers,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],SureChEMBL,5
861,cyanamide,N[CH2]C#N,SureChEMBL,5
862,Cyanophosphonate,P(OCC)(OCC)(=O)C#N,SureChEMBL,5
863,Cyanohydrin,N#CC[OH1],SureChEMBL,5
864,di_and_triphosphates,P(=O)([OH])OP(=O)[OH],SureChEMBL,5
865,Diacetylene,C#CC#C,SureChEMBL,5
866,Diazoalkane,C=[N+]=[N-],SureChEMBL,5
867,Diazonium_Salt,[N+]#N,SureChEMBL,5
868,Diene,C!@=[CH1]-C!@=[CH1]-[CX3](=O),SureChEMBL,5
869,Dinitrobenzene_1,c1c([N+](=O)[O-])c([N+](=O)[O-])ccc1,SureChEMBL,5
870,Dinitrobenzene_2,c1c([N+](=O)[O-])ccc([N+](=O)[O-])c1,SureChEMBL,5
871,Dinitrobenzene_3,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,SureChEMBL,5
872,disulfides,[SX2][SX2],SureChEMBL,5
873,Dithiocarbamate,NC(=S)S,SureChEMBL,5
874,Dithiole-2-thione,S1SC=CC1=S,SureChEMBL,5
875,Dithiole-3-thione,S1C=CSC1=C,SureChEMBL,5
876,Dithiomethylene_acetal,S[C;!$(C=*)]S,SureChEMBL,5
877,Enyne,C=!@CC#C,SureChEMBL,5
878,"epoxides,_thioepoxides,_aziridines","C1[O,S,N]C1",SureChEMBL,5
879,ester_of_HOBT,C(=O)Onnn,SureChEMBL,5
880,Flavin,"c1cccc(NC(=NC(=[N,S,O])NC(=O)3)C3=N2)c12",SureChEMBL,5
881,Fluorescein,c1cc(O)cc(OC(=CC(=O)C=C3)C3=C2)c12,SureChEMBL,5
882,Fluorinated_Carbon_1,C(C(CF)F)F,SureChEMBL,5
883,Fluorinated_Carbon_2,C(C(F)F)(F)F,SureChEMBL,5
884,four_member_lactones,C1(=O)OCC1,SureChEMBL,5
885,geminal_amines,[NH1;!r][CX4][NH1;!r],SureChEMBL,5
886,geminal_dinitriles,N#CCC#N,SureChEMBL,5
887,"halo-pyridine,_-diazoles_and_-triazoles","[Cl,Br,I]c1[c,n][c,n][c,n][c,n]n1",SureChEMBL,5
888,hydrazothiourea,N=NC(S)N,SureChEMBL,5
889,Imidazolium,c1[n+]([#6])ccn1([#6]),SureChEMBL,5
890,Imine2,"[#6,#8,#16]-[CH1]=[NH1]",SureChEMBL,5
891,imines_(not_ring),"[#6][C;R0](=[N;R0,O0])[#6]",SureChEMBL,5
892,isocyanates_and_isothiocyanates,"N=C=[S,O]",SureChEMBL,5
893,isonitrile,[N+]#[C-],SureChEMBL,5
894,ketene,C=C=O,SureChEMBL,5
895,Lawesson_Reagent_Derivatives,P(=S)(S)S,SureChEMBL,5
896,"methylidene-1,3-dithiole",S1C=CSC1=S,SureChEMBL,5
897,Michael_Phenyl_Ketone,c1ccccc1C(=O)C=!@CC(=O)!@*,SureChEMBL,5
898,N-halo,"[NX3,NX4][F,Cl,Br,I]",SureChEMBL,5
899,Nitrobenz-azadiazole_1,"c1ccc(n[o,s]n2)c2c1[N+](=O)[O-]",SureChEMBL,5
900,Nitrobenz-azadiazole_2,"c1c([N+](=O)[O-])cc(n[o,s]n2)c2c1",SureChEMBL,5
901,nitrosamine,N-[N;X2](=O),SureChEMBL,5
902,nitroso,[N&D2](=O),SureChEMBL,5
903,noname,"N1=C[S,NH1]C(=[C,N,P][C,N,O,P])C1(=O)",SureChEMBL,5
904,N-Oxide_aliphatic,[N+!$(N=O)][O-X1],SureChEMBL,5
905,N-S_(not_sulfonamides),[#6][S!$(S(~[OD1])~[OD1])][N;H0],SureChEMBL,5
906,Orthoester,C(O)(O)[OH],SureChEMBL,5
907,o-tertbutylphenol,c1c([OH1])c(C(C)(C)C)ccc1,SureChEMBL,5
908,Oxobenzothiepine,C1(=O)C=CCSC=C1,SureChEMBL,5
909,P_or_S_Halides,"[P,S][Cl,Br,F,I]",SureChEMBL,5
910,p-Aminoaryl_diazo,Nc1aaa(N!@=N)aa1,SureChEMBL,5
911,PCP,PCP,SureChEMBL,5
912,paranitrophenyl_esters,C(=O)Oc1ccc([N+](=O)[O-])cc1,SureChEMBL,5
913,pentahalophenyl,"c1c([F,Cl])c([F,Cl])c([F,Cl])c([F,Cl])c1([F,Cl])",SureChEMBL,5
914,pentafluorophenyl_esters,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),SureChEMBL,5
915,peroxide,[#8]~[#8],SureChEMBL,5
916,Phenanthrene,c12cccc3c1c4c(cc3)cccc4cc2,SureChEMBL,5
917,Phenylester,C(=O)!@Oc1ccccc1,SureChEMBL,5
918,phosphonate_esters,[#6]P(=O)(~O)O[#6],SureChEMBL,5
919,phosphoramides,NP(=O)(N)N,SureChEMBL,5
920,phosphorane,C=P,SureChEMBL,5
921,Phosphorus_Halide,"[S,P][F,Cl,Br,I]",SureChEMBL,5
922,Polyene,C=!@CC=!@C,SureChEMBL,5
923,polyenes,C=CC=CC=CC=C,SureChEMBL,5
924,polyene_chain_between_aromatics,cC=CC=CC=Cc,SureChEMBL,5
925,polyines,CC#CC#CC,SureChEMBL,5
926,Polynuclear_Aromatic_1,c1cccc(cc(cccc2)c2c3)c13,SureChEMBL,5
927,Polynuclear_Aromatic_2,c1cccc(c(cccc2)c2cc3)c13,SureChEMBL,5
928,Polysulfide,*[SX2][SX2][SX2]*,SureChEMBL,5
929,Sulphur_Halide,"[#16][F,Cl,Br,I]",SureChEMBL,5
930,pyrene_fragments,c1c2cccc3c2c4c(cc3)cccc4c1,SureChEMBL,5
931,Pyrylium,c1ccc[o+]c1,SureChEMBL,5
932,reactive_carbonyls,"[C;!r](=[O,S])[S;!r]",SureChEMBL,5
933,reactive_carbonyls,"[C;!r](=[O,S])[CD2;!r][F,Br,Cl]",SureChEMBL,5
934,Ring_Triple_Bond,"[C,c;R]#[C,c;R]",SureChEMBL,5
935,S=N_(not_ring),[S;R0]=[N;R0],SureChEMBL,5
936,Sulfonate_Ester,O=[SX4](=O)OC,SureChEMBL,5
937,sulfonyl_cyanide,S(=O)(=O)C#N,SureChEMBL,5
938,Sulphate_Ester,"COS(=O)O[C,c]",SureChEMBL,5
939,sulphonates,"COS(=O)(=O)[C,c]",SureChEMBL,5
940,Sulphur_Nitrogen_single_bond,[SX2H0]!@[N],SureChEMBL,5
941,Tetraazinane,C1NNC=NN1,SureChEMBL,5
942,Thiocyanate,SC#N,SureChEMBL,5
943,thioesters,"C[O,S;R0][C;R0](=S)",SureChEMBL,5
944,thioles_(not_aromatic),[!a][SX2;H1],SureChEMBL,5
945,Thiophosphothionate,"P(=S)(-[S;H1,H0$(S(P)C)])(-[O;H1,H0$(O(P)C)])(-N(C)C)",SureChEMBL,5
946,thiourea,[N;!r][C;!r](=S)[N;!r],SureChEMBL,5
947,Three_Membered_Heterocycle,"*1[O,S]*1",SureChEMBL,5
948,Tri_Pentavalent_S,"[#16v3,#16v5]",SureChEMBL,5
949,Triacyloxime,C(=O)N(C(=O))OC(=O),SureChEMBL,5
950,Triazole,c1cnnn1!@C!@[NH1][#6],SureChEMBL,5
951,triflate,OS(=O)(=O)(C(F)(F)(F)),SureChEMBL,5
952,Triphenyl_Boranyl,B(c1ccccc1)(c2ccccc2)c3ccccc3,SureChEMBL,5
953,triphenylphosphines,P(c1aaaaa1)(c1aaaaa1)(c1aaaaa1),SureChEMBL,5
954,Triphenyl_Silyl,[Si](c1ccccc1)(c2ccccc2)(c3ccccc3),SureChEMBL,5
955,Vinyl_Halide,"[Cl,Br,I]C=[!O!R]",SureChEMBL,5
956,Vinyl_Sulphone,"[#6][CH1]!@=[CH1][S;H1,H0$(S(C)C)](=O)(=O)",SureChEMBL,5
957,sulphates,[#6]S(=O)(=O)O,SureChEMBL,5
958,tropone,C1C(=O)C=CC=CC=1,SureChEMBL,5
959,Oxime,"[#6]C(=!@N[$(OC),$([OH])])[#6]",SureChEMBL,5
960,hydrazone,[#6]C(=!@NNa)[#6],SureChEMBL,5
961,Nitrosone_not_nitro,[$(N(~!@[#6])!@O);!$([N+]([O-])=O)],SureChEMBL,5
962,Thiocarbonyl_group,C=S,SureChEMBL,5
963,enamine_like,C=[NH],SureChEMBL,5
964,analine,"c1ccccc1[NH2,NH3+]",SureChEMBL,5
965,acid_anhydrides_2,"[#6]C(=O)!@OC(=!@[N,O])[#6]",SureChEMBL,5
966,trifluroacetate_amide,FC(F)(F)C(=O)N,SureChEMBL,5
967,triple_bond,[#6]C#[CH],SureChEMBL,5
968,Allene,C=C=C,SureChEMBL,5
969,thiatetrazolidine,"[$(Sc1nnn[nH,n-]1),$(Sc1nn[nH,n-]n1)]",SureChEMBL,5
970,glycol,"[#6][O;R0][$(C([#6])[#6]),$([CH][#6]),$([CH2])][O;R0][#6]",SureChEMBL,5
971,oxy-amide,[#6]C(=O)!@C!@C(=O)N,SureChEMBL,5
972,formate_formide,"O=[CH][O,N][#6]",SureChEMBL,5
973,pyranone,O=C1C=COC=C1,SureChEMBL,5
974,Coumarin,c1cc2C=CC(=O)Oc2cc1,SureChEMBL,5
975,aminothiazole,s1ccnc1[N!H0],SureChEMBL,5
976,Thiazolidinone,O=C1CSCN1,SureChEMBL,5
977,Thiomorpholinedione,N1C(=O)CSCC1=O,SureChEMBL,5
978,oxepine,O1C=CC=CC=C1,SureChEMBL,5
979,phenylethene,c1ccccc1!@[CH]=!@[C!H0],SureChEMBL,5
980,Ethene,C=[CH2],SureChEMBL,5
981,cyclobutene,C1CC=C1,SureChEMBL,5
982,poly_sub_atomatic,*!@c1c(!@*)c(!@*)c(!@*)c(!@*)c1,SureChEMBL,5
983,Isotopes,"[2#1,3#1,11C,11c,14C,14c,125I,32P,33P,35S]",SureChEMBL,5
984,Undesirable_Elements_Salts,"[Ac,Ag,Am,Ar,As,At,Au,Ba,Be,Bi,Bk,Cd,Ce,Cf,Cm,Cr,Cs,Dy,Er,Eu,Fr,Ga,Gd,Ge,He,Hf,Ho,In,Ir,Kr,La,Lu,Mo,Nb,Nd,Ne,Ni,Np,Os,Pa,Pb,Pd,Pm,Po,Pr,Pt,Pu,Ra,Rb,Re,Rh,Rn,Ru,Sb,Sc,Se,Sm,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zr]",SureChEMBL,5
985,Metal_Carbon_bond,"[#6;$([#6]~[#3,#11,#12,#13,#19,#20,#26,#27,#28,#29,#30])]",SureChEMBL,5
986,Aromatic_N-Oxide_more_than_one,[n+][O-X1].[n+][O-X1],SureChEMBL,5
987,Nitro_more_than_one,[N+](=O)[O-].[N+](=O)[O-],SureChEMBL,5
988,anhydride,C(=O)OC(=O),MLSMR,3
989,pentafluorophenyl ester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),MLSMR,3
990,p-nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1,MLSMR,3
991,any carbazide,O=*N=[N+]=[N-],MLSMR,3
992,HOBT ester,C(=O)Onnn,MLSMR,3
993,aromatic azide,cN=[N+]=[N-],MLSMR,3
994,imine2,"[#6,#8,#16]-[CH1]=[NH1]",MLSMR,3
995,sulfonyl cyanide,S(=O)(=O)C#N,MLSMR,3
996,azocyanamide,[N;R0]=[N;R0]C#N,MLSMR,3
997,cyanohydrin,N#CC[OH],MLSMR,3
998,acyl cyanide,N#CC(=O),MLSMR,3
999,acid halide,"[S,C](=[O,S])[F,Br,Cl,I]",MLSMR,3
1000,chloramidine,[Cl]C([C&R0])=N,MLSMR,3
1001,P/S halide,"[P,S][F,Cl,Br,I]",MLSMR,3
1002,quaternary,"[C+,Cl+,I+,P+,S+]",MLSMR,3
1003,unacceptable atoms,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35],MLSMR,3
1004,triacyloxime,C(=O)N(C(=O))OC(=O),MLSMR,3
1005,b-carbonyl quaternary nitrogen,"C(=O)CC[N+,n+]",MLSMR,3
1006,benzylic quaternary nitrogen,cC[N+],MLSMR,3
1007,phosphorane,C=P,MLSMR,3
1008,Lawesson reagent derivatives,P(=S)(S)S,MLSMR,3
1009,cyanophosphonate,P(OCC)(OCC)(=O)C#N,MLSMR,3
1010,sulfonate,"COS(=O)(=O)[C,c]",MLSMR,3
1011,Heteroaryl sulfonate,"a-S(=O)(=O)-O[$([a&!#6]),$(c[a&!#6]),$(cc[a&!#6]),$(ccc[a&!#6]),$(cccc[a&!#6]),$(ccccc[a&!#6])]",MLSMR,3
1012,sulfate ester,"COS(=O)O[C,c]",MLSMR,3
1013,triflate,OS(=O)(=O)C(F)(F)F,MLSMR,3
1014,polyacidic,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]",MLSMR,3
1015,Sulfonic acid,[OH]-S(=O)(=O)-*,MLSMR,3
1016,thiol,[SH],MLSMR,3
1017,benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2,MLSMR,3
1018,dihydroxybenzene,[OH1]c1ccc([OH1])cc1,MLSMR,3
1019,"2,3,4trihydroxyphenyl",c([OH])c([OH])c([OH]),MLSMR,3
1020,"2,4,5trihydroxyphenyl",c([OH])c([OH])cc([OH]),MLSMR,3
1021,allene,*=C=*,MLSMR,3
1022,Azide,N=N=N,MLSMR,3
1023,azoalkanal,[N;R0]=[N;R0]CC=O,MLSMR,3
1024,hydrazothiourea,N=NC(=S)N,MLSMR,3
1025,Azo,N=N,MLSMR,3
1026,aldehyde,[#6]-[CH1]=O,MLSMR,3
1027,hemiacetal,[#6]-O[CH1](-[#6])[OH1],MLSMR,3
1028,acetal,[#6]-O[CH1](-[#6])O-[#6],MLSMR,3
1029,Ketone,[#6]-C(=O)-[#6],MLSMR,3
1030,Ester,[#6]-C(=O)O-[#6],MLSMR,3
1031,imine 1,"[#6,#8,#16]-C(=[NH1])[#6,#8,#16]",MLSMR,3
1032,Imine 3,C=[NH],MLSMR,3
1033,thioketone,CC(=S)C,MLSMR,3
1034,thioester,"C[O,S;R0][C;R0](=S)",MLSMR,3
1035,thionoester,COC(=S)C,MLSMR,3
1036,thioamide,CC(=S)N,MLSMR,3
1037,thiourea,NC(=S)N,MLSMR,3
1038,nitroso,[N&D2](=O),MLSMR,3
1039,long chain hydrocarbon,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0],MLSMR,3
1040,Long aliphatic chain,"[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]",MLSMR,3
1041,Unbranched chain,"[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]",MLSMR,3
1042,polyene,C=CC=CC=CC=C,MLSMR,3
1043,Dye 25,acC=&!@Cca,MLSMR,3
1044,isonitrile,[N+]#[C-],MLSMR,3
1045,thiocyanate,SC#N,MLSMR,3
1046,cyanamide,N[CH2]C#N,MLSMR,3
1047,Dye 16 (1),c([N+](=O)[O-]),MLSMR,3
1048,nitro aromatic 2+,a-[N+](=O)[O-].a-[N+](=O)[O-],MLSMR,3
1049,Dye 29,"O=[N+](-[O-])-caac-[$(N(C)C),$([NH]C),$([NH2])]",MLSMR,3
1050,Dye 1 (1),"c1cccc(C(=O)[C,c]([#7])=,:[C,c]([#7])C2(=O))c12",MLSMR,3
1051,Dye 7,"N=C1[#6]:,=[#6]C(=[C,N])[#6]:,=[#6]1",MLSMR,3
1052,Dye 11,"*=,:[#6]C([#6]=,:*)[#6]=,:*",MLSMR,3
1053,Dye 9,ac-*=&!@*-&!@C(=O)-&!@ca,MLSMR,3
1054,Dye 32,"c1cccc2C(=O)C(C:,=*)C(=O)c12",MLSMR,3
1055,Dye 6,c12cccc(C(=O)C(ca)C(=O)3)c2c3ccc1,MLSMR,3
1056,Dye 22,NS(=O)(=O)c1cccc([#7])c1,MLSMR,3
1057,Dye 2,OCccCO,MLSMR,3
1058,Dye 26,c1ccccc1-n2nnnc2[CH2]*,MLSMR,3
1059,alkyl halide,"[Br,Cl,I][CX4,CH,CH2,CH3]",MLSMR,3
1060,Perhalo_ketone,"O=CC(-[F,Cl,Br,I])([F,Cl,Br,I])-[F,Cl,Br,I]",MLSMR,3
1061,Beta halo carbonyl,"O=CCC[F,Cl,Br,I]",MLSMR,3
1062,4-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[n]:[c,n]:[c,n]1",MLSMR,3
1063,2-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[c,n]:[c,n]:[n]1",MLSMR,3
1064,Hetero_hetero,"*[N,S,O]-&!@[N,S,O][#6]",MLSMR,3
1065,peroxide,OO,MLSMR,3
1066,disulfide,SS,MLSMR,3
1067,hydrazine,[#6]-[NH]-[NH]-[#6],MLSMR,3
1068,acyl hydrazine,[N;R0][N;R0]C(=O),MLSMR,3
